document_id,text,cluster,cluster_label,cluster_rq
doc_0514,"The Renova Foundation, created by the Conduct Adjustment Agreement (TTAC), signed in March 2016 between Samarco, its shareholders, and the Federal, Minas Gerais and Espírito Santo governments and other entities, is a autonomous and independent entity dedicated full-time and exclusively to implementing and managing programs and actions for repairing and compensating damages resulting from Samarco’s Fundão dam failure.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0514,The work of the Renova Foundation is based on transparency and dialogue with society.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0514,"The institution's processes are permanently monitored and supervised by independent external auditors, following the guidelines imposed in clauses 198, 200 and 201 of the aforementioned Conduct Adjustment Transaction Term (TTAC).",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0514,"The Renova Foundation maintains, in its transparency portal (available at https://transparencia- fundacaorenova.hub.arcgis.com/) up-to-date information on expenditure on the various programs under its responsibility, in addition to reports from independent financial audits (available at: https://www.fundacaorenova.org/arquivos-e- relatorios/?search=demonstrativo+financeiro&category=&forum=&data_inicio=&data_fim=).",14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0514,"Furthermore, the TTAC established the Interfederative Committee (IFC), a collegiate system that brings together representatives of public bodies and society and which is led by Ibama.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0514,"The IFC works as an external and independent instance of the Renova Foundation, with the function of guiding, accompanying, monitoring and supervising the execution of reparation measures.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0514,"Guided by the UNGPs with respect to the important role of operational-level grievance mechanisms, Fundação Renova has two channels for listening and receiving complaints: i. the Ombudsman, dedicated to receiving, registering and investigating denouncements and complaints related to the communities affected by the Fundão dam failure, in Mariana (MG). These manifestations are dealt with by the Renova Foundation Ombudsman area. E-mail: ouvidoria@fundacaorenova.org, telephone: 0800 721 0717 and; ii. A confidential channel aimed at receiving reports on corporate matters, related to non-compliance with the code of conduct, internal rules or current legislation by our employees, contracted or subcontracted third parties.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0514,"We trust in Samarco's judicial reorganization process as a way to ensure that Samarco continues to be able to finance Renova, is operationally and financially sustainable, as well as provides a fair return to Samarco's creditors.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0514,BHP Brasil has been and remains fully committed to continue the ongoing support to the reparation and compensation actions.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0515,"Firstly, Vale clarifies that PTVI operates under high environmental and social standards and the Company prioritizes the safety of people and the environment, acting with respect, care and integrity for our employees, contractors, and community members.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0515,"One of its values ‘Life matters most’, Vale places life as more important than material results and goods and incorporates this vision in its business decisions.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0515,"After conducting a thorough investigation, the cause of accident was attributed to lack of compliance with work standards.",0,Denial and Counter Evidence,"[1, 2, 3, 4, 5]"
doc_0515,Changing the tree cutting activity in the mine with the use of equipment to eliminate the risk exposure to employees.,6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0515,Conducting tiered evaluation on the implementation of Contractor Safety Management System (CSMS).,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0515,"Increasing supervision at critical activities, both to the employees’ behavior to ensure compliance with work standards and work locations.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0515,"Ensuring the competence of inspectors (line supervisors, middle, and managers).",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0515,"Vale has a commitment to and obsession with safety and emphasizes these ensuring its employees work under a safe, healthy, and secure environment.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0515,"Since 2020, Vale has adopted 10 Golden Rules1 which its employees and suppliers must follow, in addition to internal safety programs and campaigns.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0515,"Moreover, PTVI encourages the active involvement of employees and partners in creating safe work culture through the Contractor Safety Management System (CSMS) and the Contractor Safety Forum which convenes on a monthly basis.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0515,"The company also supports the implementation of the Leadership in the Field program (LIF), which enables leaders to show their leadership and engage directly with the employees to prevent work incidents.",2,Compliance and Contractual Accountability,"[1, 3, 4, 5, 6]"
doc_0518,"Mercedes-Benz is currently not intending to source Nickel directly from Indonesia, but is monitoring the worldwide market situation.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0518,"In the case of a potential consideration of direct sourcing from Indonesia in the future, the Responsible Sourcing Standards would be taken into consideration accordingly.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0518,"With regard to Nickel in Mercedes-Benz’ production material supply chains, the raw material supply chain is currently being assessed in the framework of Mercedes-Benz’ raw material assessments.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0518,Mercedes-Benz has identified 24 critical raw materials during a preliminary risk assessment.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0518,Increasing transparency along the raw material supply chains – especially with regard to certain key components such as battery cells.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0518,"To this end, Mercedes- Benz AG contacts the suppliers of the relevant components, for example, and asks them to disclose their structure of subcontractors.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0518,"Identification of risk hotspots in these supply chains, e.g. on the basis of the specific risks in the individual mining countries.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0518,Definition and implementation of measures for the risk hotspots and review of whether they are effective over the long term.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0518,The Mercedes-Benz Group publishes the results of these assessments in its Mercedes- Benz Raw Materials Report.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0519,"We do not tolerate any threats, intimidation, harassment or violence against those exercising their Human Rights to freedom of expression to protest peacefully against our business or activities.",4,Remediation and Responsibility Limits,"[1, 2, 3, 4, 5, 6]"
doc_0519,TEPU seeks to promote dialogue and exchanges with Human Rights Defenders in the framework of its activities.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0519,"Where appropriate as recommended by the UN Guiding Principles on Business and Human Rights, TEPU seeks to exert its leverage to influence others to respect these principles.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0519,"The Project has a programme for continuous implementation of the Voluntary Principles on Security and Human Rights (VPSHR), notably through the negotiation of a Memorandum of Understanding relating to VPSHR between TEPU and the Government Security Forces;",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0519,ongoing VPSHR and human rights training of both Government Security Forces and Private Security Companies deployed in the Project area;,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0519,ongoing efforts to ensure that the Project’s grievance mechanisms for community members and workers are effective and able to receive complaints about the conduct of Government Security Forces or Private Security Companies without retaliation.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0519,EACOP staff immediately contacted the individual in question since both TEPU and EACOP have well-developed communications channels with this organization having entered into dialogue with them since mid-2021 with a view to establishing dialogue and creating a pathway for mutual exchange of information.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0519,EACOP and TEPU then put Mr Kayinga Muddu Yisito of COTFONE in touch with the EU Delegation in Uganda who provided support thereafter.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0519,Whenever the Projects are aware that protests are occurring members of staff are immediately mobilised to the site of the protests to verify that protestors are being treated in accordance with the law and that no abuse or violence occurs against them.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0519,Early 2023 TEPU and EACOP reached out to several students who had been part of these and similar protests; through the organisation of breakfast meetings and discussions a meaningful dialogue has been established and has been greatly appreciated by the students.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0520,We continually review salaries and discuss them with union representatives to ensure that our wages are competitive in the market and keep pace with inflation.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0520,"Our Supplier Code of Conduct requires companies supplying contractors to comply with all applicable laws, including those concerning labour rights.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0520,"Our Supplier Code of Conduct also sets an expectation that our suppliers respect the ILO Core Labour Standards, treat their workers fairly and with respect and respects the rights to lawful freedom of association and collective bargaining.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0520,"We expect our suppliers to offer fair and transparent terms and conditions of employment including fair remuneration, working hours and working conditions.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0520,"KCC’s supplier agreements are required to contain standard terms and conditions on the requirement for robust health and safety management programmes, upholding respect for human rights, the prevention of child labour, good working conditions and fair salaries.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0520,"In addition, since 2020, KCC has successfully participated in the Responsible Minerals Initiative’s programme for its Responsible Minerals Assurance Process.",6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0520,Supplier due diligence was a core part of this third-party assessment.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0520,"Currently, our comparison of employee salaries to local living wages only covers direct employees.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0520,"When choosing BSR as our consultant for local living wages, we considered a number of factors in the selection process, including: • Strong external review by international organisations and academia • Application across a range of countries; and • A strong track record of practical implementation to serve as a benchmark for multinational companies.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0520,"We are aware that there are other living wage calculation methodologies, suggesting a need for collaboration around harmonisation in calculation methodologies.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0520,"In the DRC, the government plays a primary role in evaluating wage levels, making sure that salaries consider both social and economic objectives and are fair compensation for labour.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0520,"In the first instance, we would recommend Raid UK address their concerns on the living wage through engagement with the DRC Ministry of Labour.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0520,"In addition, we recommend that Raid UK speaks with the Federation des Entreprises du Congo (FEC).",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0520,"KCC’s Enterprise Development Process works across its procurement programme to support, encourage and engage Congolese-owned businesses.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0520,"The DRC Provincial Labour Inspector conducts an annual inspection to ensure all employees, including those employed as contractors, receive the minimum wage and comply with DRC labour law.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0525,"Shell made its decision to withdraw from all Russian hydrocarbons with conviction and we have stopped all purchases of Russian crude oil, as well as cargoes of refined products, such as diesel, exported from Russia.",6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0525,"We also exited all our downstream business in Russia, such as services stations.",6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0525,And we are no longer part of any joint ventures with Gazprom with ongoing operations inside Russia.,6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0525,"Shell has stopped buying Russian LNG on the spot market, but still has some long-term contractual commitments.",6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0525,"This is in full compliance with sanctions, applicable laws and regulations of the countries in which we operate.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0525,We have been clear about this.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0525,"There is a dilemma between putting pressure on the Russian government over its atrocities in Ukraine and ensuring stable, secure energy supplies.",6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0525,It is for governments to decide on the incredibly difficult trade-offs that must be made.,6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0526,Our local sustainability teams continuously collaborate with IndustriALL Global Union local affiliates in order to promote social dialogue and ensure respect for Freedom of Association and Collective bargaining rights in Inditex’s supply chain.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0526,"Regarding this specific case, we received information in late May 2023 about a potential breach related to freedom of association rights at SYSG Garment Company (which is not a direct supplier of Inditex), in Cambodia.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0526,"As soon as we received information about this allegation, we followed our usual protocols by initiating a specific due diligence process and contacted the parties involved (namely, SYSG Garment Company and the trade union INTUFE) to clearly understand the circumstances around the case.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0526,"During this process we also performed an investigation at the factory, in addition to engaging with the related supplier who is working with SYGS Garment Company, to reinforce our expectations about transparency, collaboration and compliance with Inditex’s requirements on human and labour rights.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0526,We consider that the most effective way to build solid social relations that uphold human and labour rights is to build trust and respectively collaborate.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0526,We have therefore been working on facilitating the social dialogue between the parties involved in the case.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0526,"as a result, they have agreed that the dismissed worker will be reinstated and will receive due back payments since the termination date.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0526,A commitment to comply with Cambodian labour law and the factory's internal regulations has also been included as part of the agreement.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0526,"We will continue promoting social dialogue and monitoring this case, working together with our direct supplier, the factory SYSG Garment Company and INTUFE.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0527,"Im Gegensatz zu Ihnen sind wir überzeugt, dass ein Audit durch eine unabhängige Prüfungsgesellschaft wichtige Informationen über die menschenrechtliche Situation im Werk Urumqi liefern kann.",14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0527,Wir halten an dieser Absicht ausdrücklich fest.,14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0527,Das Thema Wirtschaft und Menschenrechte ist ein fester Bestandteil unseres Selbstverständnisses und unseres Verhaltenskodex.,14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0527,Weltweit arbeiten wir mit unseren Partnern an der Einhaltung dieser Werte.,14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0527,Das Gleiche erwarten wir von unseren Geschäftspartnern vor Ort.,14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0527,"Bei allen Besuchen und Besichtigungen durch leitende Mitarbeiter des Volkswagen Konzerns, des Konzernbetriebsrates und eines Konzernvorstands, zuletzt im Februar 2023, hat es weder Hinweise auf Zwangsarbeit noch andere Menschenrechtsverletzungen im Werk Urumqi gegeben. Andernfalls, und auch das haben wir immer wieder betont, hätten wir unmittelbar und unverzüglich reagiert.",14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0527,Deswegen werden wir weiter an der Umsetzung des Audits arbeiten. Über Details werden wir Sie und die Öffentlichkeit zur gegebener Zeit unterrichten.,14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0527,Der Volkswagen Konzern hält sich eng an die Leitprinzipien der Vereinten Nationen für Wirtschaft und Menschenrechte.,14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0527,"Das Werk in Urumqi wird betrieben von der 2012 gegründeten SAIC-Volkswagen (Xinjiang) Automotive Co., Ltd., einer Tochtergesellschaft unserer nicht-kontrollierten Beteiligung SAIC Volkswagen Automotive Co., Ltd.",14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0527,In den vergangenen Jahren haben wir im Dialog mit Ihnen an unserer Haltung und Bewertung der Situation vor Ort im Werk in Urumqi keinen Zweifel gelassen.,14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0528,"The Project is operated by CIMA, a Peruvian conservation NGO who signed a 20-year administration contract (2008-2028) for the CANP with SERNANP, the Peruvian State regulator for Natural Protected Areas.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0528,"In March 2021, TotalEnergies Nature Based Solutions (TENBS) entered into an Emission Reduction Purchase Agreement (ERPA) with CIMA whereby TENBS purchases Verified Carbon Units (VCUs) from CIMA.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0528,"As project operator, CIMA’s role includes engaging with local communities living in the buffer zone of the National Park, including native Kichwa communities, in line with CIMA’s Human Rights Policy appended in the ERPA.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0528,"TENBS is using its influence vis à vis CIMA to continuously improve the transparency of the Project, the level of stakeholders’ engagement and the fair value sharing to reach a positive outcome for indigenous people and local communities involved in the Project, in alignment with the UN Guiding Principles on Business and Human Rights and the ERPA contract.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0528,"In the specific case of the Cordillera Azul REDD+ project, TENBS decided to invest in a sustainable financial mechanism created and overseen by Peruvian authorities. This mechanism will fund the operational budget of the CANP and other National Protected Areas over the long term: it will secure the financing of the conservation operations for future decades and will have a positive impact on the local communities beyond the generation of carbon credits.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0528,The breakdown of carbon proceeds among stakeholders is project-specific and can be direct and/or indirect and is sometimes determined by the regulatory environment in the country where the project is located.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0528,"In addition to TENBS initial and ongoing project monitoring, a dedicated Environment, Social and Governance assessment has been conducted in 2023, to evaluate the implementation of human rights in the daily operations of the Project and identify measures to further strengthen project transparency and governance, stakeholder engagement and value-sharing.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0528,"Whilst doing this exercise, due to the legal actions initiated by the Kichwas in Peru against the national authorities, the engagement with potentially affected stakeholders has been limited to date.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0528,the validation and verification body has confirmed that “Community stakeholders from identified community groups supported the assertions of positive impacts from the project on the key focal issues.”,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0528,"TENBS remains open and attached to multilateral dialogue with CIMA, the SERNANP and external stakeholders to present the sustainable financial mechanism in place and discuss further the co- benefits to impacted local communities, including indigenous people.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0532,Vale and PTVI remain open to listening to and to understand the concerns and opinions of our stakeholders.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0532,We take these opportunities seriously and are happy to inform that there is an open dialogue in progress seeking to clarify and address the issues with the communities that raised the socioenvironmental concerns related to PTVI.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0532,"On the social front, PTVI ́s interactions with local communities are rooted in dialogue and mutual agreement, ensuring just compensation in line with international guidelines and legal standards.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0532,"PTVI appreciates that local communities have established livelihoods, though unlawfully, within certain mining areas and engages in productive dialogue with these individuals/communities and stakeholders in an effort to find a reasonable resolution, despite such activity being considered unlawful.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0532,"In conducting land acquisition and/or livelihood compensation, PTVI complies with prevailing laws and the standards and restoration calculations are mutually agreed upon with the community involving the local government.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0532,PTVI also maintains an accessible grievance mechanism for the community to raise complaints or concerns and carries out a formal process for treating demands and complaints from interested parties.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0532,"Our Company ́s approach to conflict resolution centers on fostering open dialogue with communities, local authorities, and other interested parties as a means to resolve conflict.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0532,We ensure all security teams undergo training on Human Rights so they may carry out their duties in accordance with the VPSHR and the UNGPs and with due regard for the proportional use of force.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0532,"PTVI maintains a positive and constructive relationship with all stakeholders, which includes the military and police.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0532,"Following the notice, in October 2023, Vale Base Metals (VBM) established a task force to support PTVI in assessing and strengthening their approach to social, human rights, and environmental impact management in the region.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0532,An investigation was commissioned and VBM is carefully reviewing the findings to align next steps to be implemented by PTVI and will be monitored through the agreed governance procedures.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0532,"Since July 2023, the Asuli community has taken control of a self-managed water system initiated and supplied by PTVI.",6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0532,All activities related to resettlement and compensation follow internationally recognized practice guidelines.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0532,"The farmers, for example, mentioned in the letter, who were subjected to involuntary removal, were duly compensated.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0533,We have been monitoring the latest developments very closely and we see increased challenges to conduct our operations according to our standards and requirements.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0533,After careful consideration we have taken the decision to gradually phase out our operations in Myanmar.,4,Remediation and Responsibility Limits,"[1, 2, 3, 4, 5, 6]"
doc_0533,"We are committed to phase out our business gradually and responsibly which means we will set detailed plans with our suppliers, following ACT Responsible Exit Policy and Checklist.",4,Remediation and Responsibility Limits,"[1, 2, 3, 4, 5, 6]"
doc_0533,During this process we will continue to engage with our stakeholders as part of our enhanced due diligence process.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0533,"Among others, we will collaborate closely with IndustriAll to act in line with their Framework Principles of a Brand’s Responsible Business Disengagement from Myanmar.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0535,"As we have indicated, all suppliers producing for adidas must be authorized for use and are subject to a rigorous onboarding process, including technical performance assessments and labor audits.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0535,No orders can be placed without such an authorization.,24,Authorization and secure deliveries,"[3, 4, 5, 6]"
doc_0535,We have no record of this supplier ever producing for adidas.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0535,"But given the alleged linkage, we have informed our Intellectual Property team about the case. They manage our counterfeit investigations.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0536,General information about the Tutly Project and the list of positions was communicated to the local head of village who shared with local communities during the whole development of the project.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0536,"For instance, six public meetings about Tutly Project were conducted in 2019- 2020 during which the list of positions were shared orally with the community.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0536,A Community Liaison Officer (CLO) was appointed within the project company employees.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0536,An “Awareness Raising Program” for local community was also conducted by FE Tutly Solar LLC and its consultant Nazar Business & Technology (NBT) in April 2023 (see pictures below).,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0536,One of the topics of the program was future professions in energy sector and gender component – opportunities to work in energy sector and possibilities for local girls and women with education to receive profession in energy sector.,6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0536,"Local men and women were employed during lifecycle of the Tutly Project, please find below the figures: Development period Construction period Operation period Man 8 460 36 Women 4 20 7",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0536,"TotalEnergies and its affiliates respect the rights of local communities by identifying, preventing and mitigating the impact on their environment and way of life and remedying the situation as needed.",6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0536,"We establish dialogue as early as possible to foster lasting relationships with those communities, and we are mindful of opportunities for community development.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0536,"We design and implement grievance procedures and corrective measures, particularly on behalf of vulnerable groups, including indigenous peoples.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0536,Women were informed about grievance mechanism procedure and grievance mailboxes were installed (two in Tutly village and one on site) which are checked continually (see picture below).,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0536,"During these meetings, representatives of women’s committee of Tutly village were also encouraged to explain grievances mechanism to all women.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0536,"In addition, during construction phase by the Engineering, Procurement and Construction contractor (EPC contractor), trainings were given to all employees on the rules of working at the site.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0536,"One of the main points of which was compliance with human rights requirements, including gender and racial equality.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0536,– The purpose of the Tutly Project is to generate electricity from the solar farm and sell it to the public power utility (National Electric Networks of Uzbekistan).,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0536,Electricity supply to end-users is the sole responsibility and monopoly of the public distribution utilities.,23,Generator-only; PLN monopoly,"[4, 5]"
doc_0536,"Nevertheless, solar kiosks configured to support lighting, phone charging, TV, refrigeration, Wi-Fi etc. are under study by FE Tutly Solar LLC in the frame of the Community Development plan.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0536,FE Tutly Solar LLC engaged with the local communities to identify the most relevant Corporate Social Responsibility actions that could be undertaken.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0536,"After evaluating various options, it was collectively decided during meeting on August 18th, 2022 notably with Tutly village authorities, that the re-construction of the school roof was the most relevant action.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0536,"In August 2022, FE Tutly Solar LLC, together with Metka LLC invested 50K€ to repair the roof of the local school in Tutly village (see pictures below).",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0536,"Subject to prior approval from the local authorities, FE Tutly Solar LLC will invest in the project of install photovoltaic system with 9.6 kWh storage and 10 kW inverters on Tutly medical center.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0537,"Based on an assessment of available orders from adidas and its other current buyers, Sports City International (‘SCI’) decided to consolidate their supply chain in the Philippines and cease operations at their subsidiary factory, Mactan Apparel Inc. and in a subordinate printing facility, in Cebu.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0537,SCI has continued to manufacture apparel in two other plants located in the Mactan Economic Processing Zone 1 and the Cebu Lights Industrial Park (MEPZ) 3 in Cebu.,4,Remediation and Responsibility Limits,"[1, 2, 3, 4, 5, 6]"
doc_0538,"ShellxFortnite is one component of a marketing campaign to promote our new premium fuel, Shell V- Power Nitro+; the aim is to build brand awareness and showcase our products and services to key audiences.",6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0538,"The campaign is targeted at people of driving age, who make up the majority of Fortnite players.",5,Contextualize & Minimize Criticism,"[4, 5]"
doc_0540,"Mozambique LNG implemented the measures required by the emergency and following security procedures, including a pre-established evacuation plan.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0540,"Mozambique LNG evacuated a large number of civilians and provided emergency aid, medical care, and human and material resources to the civilians sheltering in the entrance to the site.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0540,"Mozambique LNG lent its assistance to the Mozambican authorities, namely by supplying fuel for the evacuation and rescue operations.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0540,"During 2020, several NGOs reported serious crimes against local people supposedly perpetrated by DAG... Mozambique LNG decided that it would not support the offensive military operations carried out by DAG but has provided its assistance in rescue operations carried out under the authority of the government security forces.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0540,Security at the Afungi site was provided by government security forces.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0540,"The evacuation plan implemented in March 2021 in the aftermath of the attack on Palma involved all personnel working on the Afungi site, including those of Mozambique LNG’s contractors and their subcontractors.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0540,"According to the information available to Mozambique LNG, these instructions were passed on by Mozambique LNG’s contractors to their employees and subcontractors, and no contractor has informed Mozambique LNG of the presence of employees outside the Afungi site.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0540,Mozambique LNG monitors the security situation on an ongoing basis with the assistance of internal and external experts.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0540,The decision to restart the project depends on the ability to complete the project under good security conditions. This position is shared by all of Mozambique LNG’s partners.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
